#
#  10403s_rastcyc 1.0.2.1 Genes link table generated on Wed Oct 28, 2015
#  All columns are separated by tab characters.
#  Columns are: 
#
#  GENE-ID  EG#  b#  y-name  CGSC-ID  UniProt-ID  GENE-NAME  
#
#   GENE-ID      = Pathway Tools unique identifier for the gene
#   UniProt-ID = Swiss-Prot identifier
#   GENE-NAME    = Pathway Tools gene name
#
#
LMRG_01895		LMRG_01895	
LMRG_00241		LMRG_00241	
LMRG_00207		LMRG_00207	
LMRG_01109		LMRG_01109	
LMRG_02080		LMRG_02080	
LMRG_02336		LMRG_02336	
LMRG_01775		LMRG_01775	
LMRG_01249		LMRG_01249	
LMRG_02789		LMRG_02789	
LMRG_02353		LMRG_02353	
LMRG_01686		LMRG_01686	
LMRG_02490		LMRG_02490	
LMRG_02712		LMRG_02712	
LMRG_02495		LMRG_02495	
LMRG_02451		LMRG_02451	
LMRG_00852		LMRG_00852	
LMRG_00609		LMRG_00609	
LMRG_00022		LMRG_00022	
LMRG_00402		LMRG_00402	
LMRG_02440		mpd	
LMRG_00844		LMRG_00844	
LMRG_01167		LMRG_01167	
LMRG_01017		LMRG_01017	
LMRG_01556		LMRG_01556	
LMRG_02765		LMRG_02765	
LMRG_01194		LMRG_01194	
LMRG_01947		LMRG_01947	
LMRG_02660		LMRG_02660	
LMRG_01777		LMRG_01777	
LMRG_01064		LMRG_01064	
LMRG_02565		LMRG_02565	
LMRG_00617		LMRG_00617	
LMRG_01392		LMRG_01392	
LMRG_01716		LMRG_01716	
LMRG_00446		LMRG_00446	
LMRG_00862		LMRG_00862	
LMRG_02823		LMRG_02823	
LMRG_01873		LMRG_01873	
LMRG_00213		LMRG_00213	
LMRG_02165		LMRG_02165	
LMRG_01154		LMRG_01154	
LMRG_02521		LMRG_02521	
LMRG_02552		LMRG_02552	
LMRG_00110		LMRG_00110	
LMRG_02002		LMRG_02002	
LMRG_01283		LMRG_01283	
LMRG_00129		LMRG_00129	
LMRG_00991		LMRG_00991	
LMRG_00743		LMRG_00743	
LMRG_02924		LMRG_02924	
LMRG_00290		LMRG_00290	
LMRG_02214		LMRG_02214	
LMRG_00156		LMRG_00156	
LMRG_01545		LMRG_01545	
LMRG_02445		qoxD	
LMRG_00804		LMRG_00804	
LMRG_02538		LMRG_02538	
LMRG_01867		LMRG_01867	
LMRG_01684		LMRG_01684	
LMRG_00299		LMRG_00299	
LMRG_00519		LMRG_00519	
LMRG_01142		LMRG_01142	
LMRG_01706		LMRG_01706	
LMRG_02116		LMRG_02116	
LMRG_02372		LMRG_02372	
LMRG_00799		LMRG_00799	
LMRG_01632		LMRG_01632	
LMRG_00326		LMRG_00326	
LMRG_01409		LMRG_01409	
LMRG_02001		LMRG_02001	
LMRG_00708		LMRG_00708	
LMRG_00914		LMRG_00914	
LMRG_00937		LMRG_00937	
LMRG_02207		LMRG_02207	
LMRG_00752		LMRG_00752	
LMRG_01622		LMRG_01622	
LMRG_02599		LMRG_02599	
LMRG_01531		LMRG_01531	
LMRG_01934		LMRG_01934	
LMRG_01768		LMRG_01768	
LMRG_00014		LMRG_00014	
LMRG_00387		LMRG_00387	
LMRG_02274		LMRG_02274	
LMRG_00961		LMRG_00961	
LMRG_01990		LMRG_01990	
LMRG_02734		LMRG_02734	
LMRG_02487		LMRG_02487	
LMRG_02511		LMRG_02511	
LMRG_01955		LMRG_01955	
LMRG_00638		LMRG_00638	
LMRG_02481		LMRG_02481	
LMRG_01685		LMRG_01685	
LMRG_01250		LMRG_01250	
LMRG_02886		LMRG_02886	
LMRG_01637		LMRG_01637	
LMRG_01970		LMRG_01970	
LMRG_00176		LMRG_00176	
LMRG_01076		LMRG_01076	
LMRG_01868		LMRG_01868	
LMRG_02027		LMRG_02027	
LMRG_01032		LMRG_01032	
LMRG_01766		LMRG_01766	
LMRG_00301		LMRG_00301	
LMRG_01275		LMRG_01275	
LMRG_02097		clpE	
LMRG_00809		LMRG_00809	
LMRG_01248		LMRG_01248	
LMRG_02657		LMRG_02657	
LMRG_01424		LMRG_01424	
LMRG_01307		LMRG_01307	
LMRG_01130		LMRG_01130	
LMRG_01825		LMRG_01825	
LMRG_00596		LMRG_00596	
LMRG_02412		LMRG_02412	
LMRG_01200		LMRG_01200	
LMRG_01544		LMRG_01544	
LMRG_01147		LMRG_01147	
LMRG_01885		LMRG_01885	
LMRG_02492		LMRG_02492	
LMRG_01493		LMRG_01493	
LMRG_01795		LMRG_01795	
LMRG_02516		LMRG_02516	
LMRG_01172		LMRG_01172	
LMRG_02360		LMRG_02360	
LMRG_00915		LMRG_00915	
LMRG_00788		LMRG_00788	
LMRG_02591		LMRG_02591	
LMRG_02743		LMRG_02743	
LMRG_01031		LMRG_01031	
LMRG_02330		LMRG_02330	
LMRG_01430		LMRG_01430	
LMRG_01383		LMRG_01383	
LMRG_01189		LMRG_01189	
LMRG_01091		LMRG_01091	
LMRG_01596		LMRG_01596	
LMRG_00319		LMRG_00319	
LMRG_00224		LMRG_00224	
LMRG_02594		LMRG_02594	
LMRG_02171		LMRG_02171	
LMRG_01312		LMRG_01312	
LMRG_00214		LMRG_00214	
LMRG_00662		LMRG_00662	
LMRG_02198		LMRG_02198	
LMRG_02067		LMRG_02067	
LMRG_02795		LMRG_02795	
LMRG_02727		LMRG_02727	
LMRG_00348		LMRG_00348	
LMRG_02077		LMRG_02077	
LMRG_01932		LMRG_01932	
LMRG_00603		LMRG_00603	
LMRG_00606		LMRG_00606	
LMRG_01218		LMRG_01218	
LMRG_02130		LMRG_02130	
LMRG_01105		LMRG_01105	
LMRG_01924		LMRG_01924	
LMRG_00086		LMRG_00086	
LMRG_01344		LMRG_01344	
LMRG_00443		LMRG_00443	
LMRG_01785		LMRG_01785	
LMRG_00464		LMRG_00464	
LMRG_02477		LMRG_02477	
LMRG_00118		LMRG_00118	
LMRG_02030		LMRG_02030	
LMRG_01328		LMRG_01328	
LMRG_00439		LMRG_00439	
LMRG_00998		LMRG_00998	
LMRG_00242		LMRG_00242	
LMRG_00623		LMRG_00623	
LMRG_00511		LMRG_00511	
LMRG_00975		LMRG_00975	
LMRG_01828		LMRG_01828	
LMRG_02887		LMRG_02887	
LMRG_00714		LMRG_00714	
LMRG_02946		LMRG_02946	
LMRG_00506		LMRG_00506	
LMRG_00925		dnaJ	
LMRG_01673		LMRG_01673	
LMRG_01956		LMRG_01956	
LMRG_00462		LMRG_00462	
LMRG_00170		LMRG_00170	
LMRG_02413		LMRG_02413	
LMRG_00602		LMRG_00602	
LMRG_00921		LMRG_00921	
LMRG_02553		LMRG_02553	
LMRG_01807		LMRG_01807	
LMRG_00552		LMRG_00552	
LMRG_00923		LMRG_00923	
LMRG_00934		LMRG_00934	
LMRG_02072		dltB	
LMRG_01521		LMRG_01521	
LMRG_02419		LMRG_02419	
LMRG_00505		LMRG_00505	
LMRG_01203		LMRG_01203	
LMRG_02392		LMRG_02392	
LMRG_01072		LMRG_01072	
LMRG_00107		pgdA	
LMRG_02032		LMRG_02032	
LMRG_00520		LMRG_00520	
LMRG_00012		LMRG_00012	
LMRG_02394		LMRG_02394	
LMRG_01803		LMRG_01803	
LMRG_00315		LMRG_00315	
LMRG_01703		LMRG_01703	
LMRG_01994		LMRG_01994	
LMRG_00576		LMRG_00576	
LMRG_02546		LMRG_02546	
LMRG_00188		LMRG_00188	
LMRG_02775		LMRG_02775	
LMRG_02604		LMRG_02604	
LMRG_02596		LMRG_02596	
LMRG_00588		LMRG_00588	
LMRG_00650		LMRG_00650	
LMRG_01212		LMRG_01212	
LMRG_02562		LMRG_02562	
LMRG_01297		LMRG_01297	
LMRG_01654		LMRG_01654	
LMRG_02182		LMRG_02182	
LMRG_00744		miaA	
LMRG_00041		LMRG_00041	
LMRG_01532		LMRG_01532	
LMRG_02509		LMRG_02509	
LMRG_02936		LMRG_02936	
LMRG_01639		LMRG_01639	
LMRG_01605		LMRG_01605	
LMRG_00835		LMRG_00835	
LMRG_00056		LMRG_00056	
LMRG_01848		LMRG_01848	
LMRG_00962		LMRG_00962	
LMRG_02312		LMRG_02312	
LMRG_00174		LMRG_00174	
LMRG_00794		LMRG_00794	
LMRG_02636		LMRG_02636	
LMRG_02530		virS	
LMRG_01439		LMRG_01439	
LMRG_00568		LMRG_00568	
LMRG_01853		LMRG_01853	
LMRG_00938		LMRG_00938	
LMRG_01516		LMRG_01516	
LMRG_00963		LMRG_00963	
LMRG_01372		LMRG_01372	
LMRG_01608		LMRG_01608	
LMRG_02018		LMRG_02018	
LMRG_00479		LMRG_00479	
LMRG_00451		LMRG_00451	
LMRG_01536		LMRG_01536	
LMRG_00270		LMRG_00270	
LMRG_01938		LMRG_01938	
LMRG_00599		LMRG_00599	
LMRG_00701		LMRG_00701	
LMRG_01738		LMRG_01738	
LMRG_00894		LMRG_00894	
LMRG_00837		LMRG_00837	
LMRG_02132		LMRG_02132	
LMRG_00540		LMRG_00540	
LMRG_02799		LMRG_02799	
LMRG_00796		LMRG_00796	
LMRG_00205		LMRG_00205	
LMRG_00929		LMRG_00929	
LMRG_02747		LMRG_02747	
LMRG_01773		LMRG_01773	
LMRG_02688		LMRG_02688	
LMRG_01170		LMRG_01170	
LMRG_00673		LMRG_00673	
LMRG_02139		LMRG_02139	
LMRG_00756		LMRG_00756	
LMRG_00082		LMRG_00082	
LMRG_02649		LMRG_02649	
LMRG_01692		LMRG_01692	
LMRG_00195		LMRG_00195	
LMRG_00803		LMRG_00803	
LMRG_02183		LMRG_02183	
LMRG_02862		LMRG_02862	
LMRG_01951		LMRG_01951	
LMRG_01688		LMRG_01688	
LMRG_00990		LMRG_00990	
LMRG_01630		LMRG_01630	
LMRG_01965		LMRG_01965	
LMRG_00898		LMRG_00898	
LMRG_01475		LMRG_01475	
LMRG_00658		LMRG_00658	
LMRG_00970		LMRG_00970	
LMRG_00009		LMRG_00009	
LMRG_00642		LMRG_00642	
LMRG_02647		LMRG_02647	
LMRG_00847		LMRG_00847	
LMRG_01122		LMRG_01122	
LMRG_00571		LMRG_00571	
LMRG_01246		LMRG_01246	
LMRG_00680		LMRG_00680	
LMRG_02845		LMRG_02845	
LMRG_00784		LMRG_00784	
LMRG_00699		LMRG_00699	
LMRG_02628		LMRG_02628	
LMRG_00408		LMRG_00408	
LMRG_01961		LMRG_01961	
LMRG_02746		LMRG_02746	
LMRG_01936		LMRG_01936	
LMRG_00905		LMRG_00905	
LMRG_00121		LMRG_00121	
LMRG_02021		LMRG_02021	
LMRG_01259		LMRG_01259	
LMRG_01034		LMRG_01034	
LMRG_02605		LMRG_02605	
LMRG_02676		mcsA	
LMRG_00535		LMRG_00535	
LMRG_02089		LMRG_02089	
LMRG_00438		LMRG_00438	
LMRG_01640		LMRG_01640	
LMRG_01387		LMRG_01387	
LMRG_02737		LMRG_02737	
LMRG_01187		LMRG_01187	
LMRG_00521		LMRG_00521	
LMRG_02548		LMRG_02548	
LMRG_01288		LMRG_01288	
LMRG_01138		LMRG_01138	
LMRG_01343		LMRG_01343	
LMRG_02254		LMRG_02254	
LMRG_02645		LMRG_02645	
LMRG_02428		LMRG_02428	
LMRG_01027		LMRG_01027	
LMRG_02204		LMRG_02204	
LMRG_01569		LMRG_01569	
LMRG_01862		LMRG_01862	
LMRG_00720		sipY	
LMRG_00350		LMRG_00350	
LMRG_02753		LMRG_02753	
LMRG_01379		argD	
LMRG_02931		LMRG_02931	
LMRG_02801		LMRG_02801	
LMRG_00996		LMRG_00996	
LMRG_00046		LMRG_00046	
LMRG_02579		htrA	
LMRG_00220		LMRG_00220	
LMRG_02400		LMRG_02400	
LMRG_01150		LMRG_01150	
LMRG_02060		LMRG_02060	
LMRG_00876		LMRG_00876	
LMRG_00739		LMRG_00739	
LMRG_02397		LMRG_02397	
LMRG_02064		LMRG_02064	
LMRG_01375		LMRG_01375	
LMRG_00332		LMRG_00332	
LMRG_02276		LMRG_02276	
LMRG_01841		LMRG_01841	
LMRG_00236		LMRG_00236	
LMRG_01359		LMRG_01359	
LMRG_01241		LMRG_01241	
LMRG_02129		LMRG_02129	
LMRG_00640		LMRG_00640	
LMRG_01157		LMRG_01157	
LMRG_02506		LMRG_02506	
